headline,entity,majority_label
AP FACT CHECK: Trump's Exaggerated 'Great American Comeback',Trump,Negative
"Bernie Sanders raised $25 million in January, a hefty sum",Sanders,Positive
Trump Impeachment 2.0: Historic fight spurs new probes and clashes even after trial,Trump,Negative
"Biden, Warren won’t get any delegates from New Hampshire",Warren,Negative
Buttigieg surrogate on campaign momentum from Iowa to New Hampshire,Buttigieg,Neutral
"Maryland’s Governor, a Republican, Is Willing to Spar With Trump for Supplies",Trump,Negative
Trump Impeachment: Three Democrats Cross Party Lines to Vote ‘No’,Trump,Positive
Klobuchar Is Banking on Iowa Moderates. Her Problem: So Is Buttigieg.,Klobuchar,Neutral
Trump team’s brazen new defense: So what if he did it?,Trump,Negative
Trump Announces Coronavirus Task Force,Trump,Neutral
Buttigieg surges in New Hampshire poll ahead of primary,Buttigieg,Neutral
Republican Party war chest dwarfs Democrats’ going into 2020 high season,Republicans,Positive
Giuliani: Trump should 100 percent investigate Biden after Senate acquittal,Biden,Negative
Iran gives Trump an off-ramp — for now,Trump,Neutral
"Booming economy, Trump immigration crackdown create labor shortage in construction industry",Trump,Negative
"Sanders-Warren: An Alliance, if Not a Close Friendship, Suddenly Fractures",Warren,Neutral
"At Las Vegas events, Joe Biden and Pete Buttigieg woo Hispanic voters",Biden,Neutral
President Trump: We come together as one nation blessed to live in freedom and worship in peace,Trump,Positive
"Pete Buttigieg, Bernie Sanders say they want to move past the Iowa caucuses",Sanders,Negative
Sanders Dodges on Unfulfilled Promise to Release Medical Records (VIDEO),Sanders,Negative
Klobuchar Surge in New Hampshire Could Reshuffle Democratic White House Race,Klobuchar,Positive
WATCH: Dem senator still in denial about Trump’s acquittal slapped back to reality by ... CNN’s Wolf Blitzer,Trump,Neutral
Federal agencies will be closed Dec. 24 as Trump issues executive order,Trump,Neutral
"Ted Cruz: Democrats Made ‘Very Serious Strategic Error,’ Hunter Biden Testimony Now Needed (VIDEO)",Biden,Neutral
"Texas Governor Shuts State to Refugees, Using New Power Granted by Trump",Trump,Neutral
Kellyanne Conway reacts to President Trump's acquittal at Senate impeachment trial,Trump,Neutral
"Warren, on New Hampshire primary night, calls for party unity, swipes at Roger Stone",Warren,Neutral
"A Tight Job Market Insulates a Slowing Economy-and Perhaps Trump, Too",Trump,Negative
Trump’s defense team to target Bidens in counterpunch to impeachment charges,Trump,Neutral
"Trump skips Miami rally, dashing hopes of Venezuelan opposition leader Guaidó",Trump,Negative
Some Democrats urge Trump to more strongly condemn anti-Semitism in wake of Monsey attack,Trump,Neutral
Bernie Sanders's campaign attacks Elizabeth Warren and Joe Biden as Iowa caucuses near.,Sanders,Negative
"Trump, First Lady to Host State Dinner in April for Spain",Trump,Neutral
"Buttigieg, Sanders Campaigns Request Iowa Recanvass: Iowa Democrats",Buttigieg,Neutral
How Amy Klobuchar Pulled Off the Big Surprise of the New Hampshire Primary,Klobuchar,Positive
The Trailer: Andrew Yang's increasingly normal campaign,Yang,Neutral
Biden Tells NH Democrats That Buttigieg 'Not a Barack Obama',Biden,Neutral
Trump Exults Over Acquittal in U.S. Senate Impeachment Trial,Trump,Positive
Joe Biden retreats home before New Hampshire debate,Biden,Neutral
Not Guilty: Senate Acquits Trump of Impeachment Charges,Trump,Positive
Romney suggests Senate GOP has moved on following his vote to convict Trump,Trump,Negative
"WATCH: Pence Shreds Pelosi For Ripping Up Trump’s SOTU Speech, Makes Prediction",Trump,Positive
"Trump Wins Acquittal, but Ukraine Saga Far From Over",Trump,Negative
Bloomberg gets under Trump?s skin as he ramps up spending on 2020 ads,Trump,Neutral
How could Bloomberg shake up the 2020 race?,Bloomberg,Neutral
"Democratic Candidates Reject Trump’s Foreign Policy, but Don’t Agree on Theirs",Trump,Negative
"As Trump Hails Stock Market, Democrats Point to Struggling Workers",Trump,Neutral
"Trump blames James Comey, 'dirty cops' for leading a political witch hunt",Trump,Negative
Biden Shuffles Campaign Leadership After 4th-Place Finish,Biden,Neutral
Reporter's Notebook: Trump's impeachment trial and the power of prayer,Trump,Neutral
Boris Johnson Joins Trump in Redefining Conservatism,Trump,Neutral
Bernie Sanders - Foreign Policy,Sanders,Neutral
"Sanders, Biden, Clinton? This Week in the 2020 Race",Sanders,Neutral
Here are the times that we know Lev Parnas interacted with President Trump,Trump,Neutral
Trump claims he was saved by firing former FBI director Comey,Trump,Negative
Warren and Sanders fued over gender,Sanders,Negative
Sanders and Warren Try to Tone Down Rift. Some of Their Supporters Seem Less Willing.,Warren,Neutral
Source of Bloomberg stop-and-frisk audio blasts CNN for 'dismissing' story,Bloomberg,Neutral
House Democrats brace for some defections among moderates on impeachment of Trump,Trump,Neutral
Trump Impeachment Trial: Live Updates,Trump,Neutral
Trump Basks in Trade Victory With Corporate Friends,Trump,Positive
Trump administration warns Chinese government can spy on user data,Trump,Neutral
Four significant questions raised by the newly released recording of Trump and Lev Parnas,Trump,Negative
"Susan Collins Announces She Will Vote to Acquit Trump, Calling Conduct ‘Wrong’",Trump,Positive
John Delaney Ends Presidential Campaign After Two and a Half Years,Delaney,Negative
Biden Slams Trump for Cutting Health Programs Before Coronavirus Outbreak,Trump,Negative
Where does Tom Steyer stand on the issues?,Steyer,Neutral
Top Republican suggests changing Senate rules to begin Trump impeachment trial within days,Trump,Neutral
"Biden campaign adviser on New Hampshire: Whatever happens, Biden will still be in this race",Biden,Positive
"Pete Buttigieg, Coronavirus, Tesla: Your Wednesday Briefing",Buttigieg,Neutral
Pete Buttigieg praised Bernie Sanders in prize-winning high school essay,Sanders,Positive
Impeachment Loses Its Constitutional Gravity in Trump Case,Trump,Positive
Senate Republicans Push New Privacy Initiative,Republicans,Neutral
Sen. Rick Scott explains why he hopes Bernie Sanders wins the Democratic presidential nomination,Sanders,Positive
Trump’s NASA Budget Will Earmark 12% Boost for Agency in 2021,Trump,Neutral
Senate Democrat Says Republican Leader's Plan to Resume Work Puts Lives in Danger,Republicans,Negative
Buttigieg Narrowly Defeats Sanders in Iowa Caucus: Iowa Democratic Party,Buttigieg,Positive
Jill Biden: Donald Trump’s Attacks on My Kid Are ‘Disgraceful’,Biden,Negative
"To avoid removal, Trump needs senators representing only 7 percent of the country to support him",Trump,Neutral
Watch Bloomberg and Trump’s Very Different Super Bowl Ads,Bloomberg,Neutral
"Biden and Sanders Trade Criticism Over Honesty, Social Security and Guns",Biden,Neutral
House Democrats: Steele Dossier Was OK Because We ‘Purchased’ It,Democrats,Negative
Wisconsin Republicans File Lawsuit Challenging Coronavirus Shutdown Order,Republicans,Negative
"Clinton Jabs Again at Sanders, Says He Didn't Unite Party",Sanders,Negative
Sanders steps up attacks on Bloomberg ahead of Nevada caucuses,Bloomberg,Neutral
"In a tweet, Trump again appears to leverage his office for his personal benefit",Trump,Negative
Around the Country in 17 Hours With Michael Bloomberg,Bloomberg,Neutral
Trump threatens to strike Iranian cultural sites and impose ‘very big’ sanctions on Iraq as tensions rise,Trump,Neutral
"Sanders narrowly beats Buttigieg to win New Hampshire, Klobuchar surges disappointing night for Biden, Warren",Sanders,Positive
"FBI probing Joe, Hunter Biden corruption? ‘We do not talk about open investigations’ (VIDEO)",Biden,Negative
"Buttigieg, Sanders keep Iowa momentum going into New Hampshire",Sanders,Positive
WATCH: Biden blames Trump surrogates for botched Iowa caucus count,Trump,Negative
Trump escalates campaign of retribution as Republican senators shrug,Trump,Negative
What’s the fallout following President Trump’s acquittal?,Trump,Neutral
Trump Has Reshaped the Judiciary. Here’s How the 2020 Democrats Would Address That.,Democrats,Positive
Timing of Trump Impeachment Trial in Limbo as Pelosi Holds Out for Assurances,Trump,Neutral
WATCH: Warren Suggests Blacks Only Matter To Democrats During Elections,Warren,Negative
Buttigieg and Warren Clash Over ‘Wine Cave’ Fund-Raiser,Buttigieg,Negative
"In Trump Country, the Resistance Meets the Steel Curtain",Trump,Neutral
Trump Signs Order Creating Post Focused on Human Trafficking,Trump,Neutral
"Justice Dept. Reviewing Information From Giuliani on the Bidens, Graham Says",Biden,Negative
"Biden, Warren won’t get any delegates from New Hampshire",Biden,Negative
National security adviser O’Brien defends Trump’s handling of Edward Gallagher case,Trump,Positive
Will Bernie Sanders see a repeat of his 2016 win in New Hampshire?,Sanders,Neutral
"On social media, Bloomberg and Trump are fighting two very different fights",Trump,Neutral
Hunting Conference With Beach Boys and Trump Jr. Draws Protests,Trump,Negative
The Trailer: 'Beat Trump': The Democrats' closing arguments in Iowa,Trump,Negative
Trump’s already running the race he wants: Against an opponent as unpopular as he is,Trump,Negative
Trump’s insistence on proving his toughness is in open conflict with America’s actual strength,Trump,Negative
"‘I Am Suspending My Campaign,’ Yang Says",Yang,Neutral
How Ukraine put Trump and Biden on a collision course that imperils them both,Trump,Negative
Democrats Scramble for Policy Gains Amid Impeachment Push,Democrats,Negative
Biden Under Pressure to Prove He Can Thwart New GOP Attacks,Biden,Negative
Lieberman: I hope Bernie Sanders is not the Democratic nominee,Sanders,Negative
Tom Steyer Spends Millions in South Carolina. Black Voters Reap the Benefit.,Steyer,Positive
Howard Kurtz on divergent media strategies of Pete Buttigieg and Joe Biden,Buttigieg,Neutral
"Trump Unveils Super Bowl Ad Touting US Economy: ‘Stronger, Safer, More Prosperous’ (VIDEO)",Trump,Positive
Alec Baldwin: Trump’s Impeachment Centers on a Hate Crime. He Hates the Constitution’,Trump,Negative
Dem-controlled House votes to kill GOP resolution condemning Pelosi for ripping up Trump's speech,Trump,Neutral
The Finance 202: Powell is propping up Trump's economy,Trump,Negative
‘Mom and Dad Are Fighting’: Left-Wing Democrats Lament Sanders-Warren Rift,Warren,Negative
Biden Blasts Trump as the ‘Worst Possible Person’ to Handle Coronavirus Outbreak,Trump,Negative
"Trump, Klobuchar see strong showing in New Hampshire's midnight voting towns",Trump,Positive
Nasty Biden Fumes at NBC News Reporter for Asking About Hunter Biden: ‘You Do Not Know What You’re Talking About’ (VIDEO),Biden,Negative
"Ben Shapiro: Sanders wants us to believe in alternate realities, while Bloomberg wrongly accused of racism",Sanders,Negative
"Rep. Devin Nunes warns Democrats may be concocting new Trump hoax, says Vindman's NSC ouster is long overdue",Democrats,Negative
Dizzying Day for Trump Caps a Year Full of Them,Trump,Neutral
"If officials objecting to Trump’s candidacy was 2016 interference, interference by allies was rampant",Trump,Neutral
"Warren’s team will go extra mile to help her win, including painting giant farm signs",Warren,Positive
"Top Democrats turn on each other after Iowa, complicating the party’s chances against Trump",Trump,Positive
Democrats divided over possible Bernie Sanders nomination,Sanders,Neutral
The Latest: Warren Assures Supporters a Woman Can Win,Warren,Negative
Trump Takes Out Another Top Terrorist In The Middle East,Trump,Neutral
Yang tells Dem rivals: 'Donald Trump is the not the cause of all of our problems',Trump,Neutral
Medicare for More Works Well for Democrats,Democrats,Positive
Latest New Hampshire polls show Bernie Sanders leading Pete Buttigieg,Sanders,Positive
The Energy 202: These Republicans want to show they're serious about climate change. So they put on a showcase. - The Washington Post,Republicans,Positive
House Republicans Refute Schiff's Impeachment Report,Republicans,Positive
President Trump’s company has set a deadline for bids to buy his D.C. hotel,Trump,Neutral
"3 Republicans Are Open to Impeachment Witnesses, but Democrats Need a 4th",Democrats,Neutral
Trump Aide Ties Israeli Settlements to Rising Anti-Semitism,Trump,Neutral
Trump’s lawyers begin their defense in impeachment trial as Republicans rally around the president,Trump,Neutral
Powerful Nevada union declines to endorse a candidate in Dem race in major snub to Biden,Biden,Negative
Ivanka Trump declines to say whether she would remain in Washington if her father wins reelection,Trump,Negative
Biden jokingly calls voter who asked about Iowa a ‘lying dog-faced pony soldier’,Biden,Negative
Trump Impeachment Hearings: Highlights From Today's Trial,Trump,Neutral
The Trump Doctrine Tests the G.O.P.,Trump,Neutral
Democrats Demand Probe of Trump Role in Stone Case Republicans Unmoved,Trump,Negative
Trump uses cultural fights to hold his base — but expects black Americans to be transactional,Trump,Negative
"Joe Biden’s campaign has a problem, and it begins with the candidate",Biden,Negative
"Bolton Was Concerned That Trump Did Favors for Autocratic Leaders, Book Says",Trump,Negative
Trump campaign manager reacts to New Hampshire primary results,Trump,Neutral
Movin' on Up: Bloomberg Glides Past Warren to No. 3 in Democratic Race-Reuters/Ipsos Poll,Bloomberg,Positive
Elizabeth Warren Says Bernie Sanders Sent Volunteers ‘Out to Trash Me’,Sanders,Negative
Warren: My Secretary Of Education Will Have To Be Vetted By A Trans Child,Warren,Neutral
Sanders and Biden Look for Dominance in Early States,Sanders,Neutral
The gaping hole in Trump’s impeachment defense,Trump,Negative
"Christopher Steele's firm hits back at Trump, stands by dossier",Trump,Negative
Gallup polling shows congressional Republicans faring better with Americans than Democrats after impeachment,Republicans,Positive
Senator Amy Klobuchar: We need a president with empathy,Klobuchar,Neutral
Pelosi accuses Trump of ‘political interference’ in Roger Stone sentencing,Trump,Negative
Joe Biden speaks at a kick off rally for his South Carolina campaign,Biden,Neutral
Bloomberg Doubles Ad Spending After Chaos of Iowa Caucuses,Bloomberg,Neutral
Sen. Alexander calls Trump’s actions ‘inappropriate’ but rejects witnesses in impeachment trial,Trump,Neutral
"Schiff sets stage for impeachment hearings, warns GOP about going after Bidens",GOP,Negative
U.S. Presidential Candidate Bloomberg Endorsed by Three Black Lawmakers,Bloomberg,Positive
Sanders vs. Warren: This Week in the 2020 Race,Sanders,Neutral
Michigan Democrats Will Offer General Election Clues to Trump Campaign,Democrats,Neutral
Warren strategizes on how to move ahead after tough finishes,Warren,Neutral
Bernie Sanders Is Still Sad About the Dodgers,Sanders,Neutral
"Bloomberg, Trump Detail Campaign Ads to Air on Super Bowl",Trump,Neutral
Marc Lotter: Pelosi ripping speech was disrespectful to President Trump and the American people,Trump,Negative
"Trump Clashes With Macron on NATO, Trade and Islamic State",Trump,Neutral
"New Hampshire gives Klobuchar major boost, puts Biden and Warren on 2020 life support",Klobuchar,Positive
The Energy 202: Big businesses face pressure to avoid investing in areas Trump wants to develop,Trump,Neutral
Warren says male candidates 'wrong' if they think they have a better chance of beating Trump,Trump,Negative
Six Takeaways From Trump’s State of the Union Address,Trump,Neutral
Buttigieg wins first endorsement from black member of Congress,Buttigieg,Positive
"Michael Bennet drops out of 2020 presidential race, after New Hampshire primary",Bennet,Negative
"WATCH: Sanders Declares Victory in Iowa, Claims Media Are Distorting Results",Sanders,Neutral
Elizabeth Warren pledges to fill at least half her Cabinet with women and 'non binary people',Warren,Neutral
Sanders holds lead as Klobuchar surges ahead of New Hampshire primary,Klobuchar,Neutral
Amy Klobuchar Compares ‘Cool Newcomer’ Pete Buttigieg to Trump,Buttigieg,Positive
2020 Democrats battle it out to court black voters,Democrats,Negative
President Trump preparing to release $4.8 trillion budget proposal,Trump,Positive
"At Las Vegas events, Joe Biden and Pete Buttigieg woo Hispanic voters",Biden,Positive
"Schumer calls for testimony from Mulvaney, Bolton in proposal to GOP on parameters for Trump impeachment trial",Trump,Negative
Mitt Romney Could Again Be a GOP Spoiler in a Ukraine-Related Vote,GOP,Negative
Washington looks on in disbelief as Biden unravels,Biden,Negative
Trump administration announces mandatory quarantines in response to coronavirus,Trump,Neutral
Takeaways from day 2 of questions in Trump’s impeachment trial,Trump,Neutral
Trump impeached by House,Trump,Negative
"The Trailer: How history, and Trump, affect Iowa Democrats' war fears",Trump,Neutral
Amy Klobuchar raises the heat in her rivalry with Pete Buttigieg,Buttigieg,Negative
"Yes, Donald Trump has been impeached",Trump,Negative
Trump Falsely Claims That Ukraine Aid Arrived ‘Ahead of Schedule’,Trump,Negative
"Senators ramp up pressure on Trump over North Korea, warning that his policy of engagement is ‘on the brink of failure’",Trump,Negative
Veterans Differ With Trump Over Injuries From Iran Missile Attack,Trump,Neutral
How a Trump Trade Deal Won Over Democrats,Trump,Positive
"U.S. Election: Klobuchar Up, Three Men Out",Klobuchar,Neutral
Why Pete Buttigieg Has Made Religion Central to His Campaign,Buttigieg,Neutral
Amy Klobuchar Compares ‘Cool Newcomer’ Pete Buttigieg to Trump,Buttigieg,Neutral
Trump digging into Democrats ahead of New Hampshire primary,Trump,Negative
"CONFUSION: Biden says ‘got elected in 2012, 2010 or 13’ (VIDEO)",Biden,Negative
Fox News viewers are more confident in Trump on coronavirus than are Republicans - The Washington Post,Republicans,Negative
"With an impeachment trial looming, new evidence that Trump sought personal benefit in Ukraine",Trump,Negative
"In Virginia, Democrats Get Ready to Rule the Roost",Democrats,Positive
"Warren Told Sanders After Debate, ‘I Think You Called Me a Liar on National TV’",Sanders,Negative
How Pete Buttigieg and Bernie Sanders finished on top Iowa,Buttigieg,Neutral
Bernie Sanders criticized for embracing support from Joe Rogan,Sanders,Negative
Howard Kurtz on divergent media strategies of Pete Buttigieg and Joe Biden,Biden,Neutral
Trump’s Impeachment Is Virtually Over. What Did It Change?,Trump,Neutral
Trump’s Manufacturing Jobs Record Is Even Stronger Than We Thought,Trump,Positive
Trump’s impeachment team argues that anything he does to win reelection isn’t impeachable,Trump,Negative
Power Up: Trump's roller-coaster Tuesday is emblematic of his presidency,Trump,Negative
Bloomberg seizes on chaos in Democratic presidential race to escalate his campaign,Bloomberg,Positive
Sen. Martha McSally on whether Senate will investigate Hunter Biden following Trump's impeachment acquittal,Trump,Neutral
"MSNBC Contributor: If Trump Is Acquitted, He Will Shut Down Voting in California (VIDEO)",Trump,Negative
How the GOP Can Win on Health Care,GOP,Positive
Trump acquitted in impeachment trial after fiery State of the Union speech,Trump,Neutral
"Yeah, Trump didn’t learn any new lessons from impeachment as his comments Thursday made clear",Trump,Negative
Assessing the Republican ‘findings’ in their Trump impeachment inquiry report - The Washington Post,Republicans,Neutral
Violence Surges in Wake of Trump’s Mideast Plan,Trump,Negative
GOP introduces resolution to condemn Pelosi for ripping up Trump’s State of the Union speech,Trump,Neutral
Joe Walsh ends long-shot bid to challenge Trump for Republican nomination,Trump,Neutral
Trump Mideast Plan Said to Favor Israeli Goals,Trump,Neutral
The Daily 202: Five reasons Trump is poised to get acquitted — but Watergate brought down Nixon,Trump,Negative
Pete Buttigieg’s mom opens up about her son,Buttigieg,Neutral
Bernie Sanders wins New Hampshire Democratic primary,Sanders,Positive
Did Trump undercut his ability to exert executive privilege over John Bolton with a tweet?,Trump,Neutral
"As goes his presidency, so goes his impeachment: Trump disrupts and divides",Trump,Negative
Tom Steyer and Bernie Sanders Got Endorsements From Lawmakers on Their Campaigns’ Payrolls,Sanders,Positive
Amy Klobuchar talks to Fox News after the Democratic debate,Klobuchar,Neutral
"Biden, facing scrutiny of his foreign policy record, sharpens criticism of Trump’s ‘incompetence’ on Iran",Biden,Negative
Trump Impeachment: What to Watch For Today,Trump,Neutral
Sarah Huckabee Sanders Apologizes for Mocking Biden’s Remarks on Stuttering,Sanders,Neutral
House passes $1.4 trillion spending bill with Trump support that would gut parts of Affordable Care Act,Trump,Neutral
New York Threatens to Sue Trump Administration Over Access to Traveler Programs,Trump,Negative
Trial over: Trump acquitted by Senate on both impeachment articles in historic decision,Trump,Positive
Vulnerable Democrats in swing districts fear Sanders could cost them the House if he’s nominee,Sanders,Negative
WATCH: Joe Biden calls a young woman voter a 'lying dog-faced pony soldier' in New Hampshire,Biden,Negative
The Energy 202: Trump made nearly 500 false or misleading claims about the environment while in office,Trump,Negative
Supreme Court Allows Trump’s Wealth Test for Green Cards,Trump,Neutral
The Finance 202: Bloomberg's $10 million Super Bowl ad highlights his unconventional approach,Bloomberg,Neutral
WATCH: Cruz Highlights How Many Americans Have Died Today While Democrats Block Spending Bill,Democrats,Negative
Sen. Blackburn reacts to Bloomberg campaign stop in Tennessee,Bloomberg,Neutral
"Pastor Robert Jeffress reacts to Trump ripping Romney, Pelosi for 'phony' faith remarks",Trump,Neutral
Sanders goes after Buttigieg for billionaire backers as the two vie for early-state dominance,Sanders,Positive
Pelosi: House Will Vote on Repealing Trump Travel Ban,Trump,Negative
Buttigieg Narrowly Defeats Sanders in Iowa Caucus: Iowa Democratic Party,Sanders,Negative
Bloomberg uses Romney’s impeachment vote speech to bash Trump in new ad,Trump,Negative
House Democrats May Vote on Trump Impeachment Charges This Week,Trump,Negative
Iowa Kicks Off Contest for Soul of the Democratic Party,Democratic Party,Neutral
Bernie Sanders and Elizabeth Warren Jointly Urge Against War With Iran,Warren,Neutral
"In historic vote, Trump acquitted of impeachment charges",Trump,Positive
Pentagon to divert $3.8 billion from its budget to build more of Trump’s border barrier,Trump,Neutral
Andrew Yang’s Campaign Is Riding on New Hampshire,Yang,Positive
"New Hampshire primary voting kicks off, with Sanders and Buttigieg locked in fierce battle",Buttigieg,Neutral
Rep. Tim Ryan says Joe Biden does really well in the broader electorate,Biden,Positive
The Soleimani aftermath pivots to a key Trump talking point: Democrats are traitors,Trump,Neutral
Barr Attacks Trump on Live TV Defends Deep-State DOJ (VIDEO),Trump,Neutral
Barr keeps giving Trump what he wanted,Trump,Positive
IOWA RESULTS: Buttigieg (Kind of) Won. So Did Bernie. Warren Persisted. Biden Definitely Lost.,Biden,Positive
Trump Impeachment: What Happens Next?,Trump,Neutral
Ex-Treasury Official Pleads Guilty to Leaks on Trump Campaign Officials,Trump,Neutral
Trump: Justice Department corrected 'horribleness' of Stone sentencing,Trump,Neutral
Steyer's Wife Moves to S. Carolina for Rest of 2020 Campaign,Steyer,Neutral
Exclusive: Utah Sen. Mike Lee thankful for Trump plan to allow use of lands previously designated as monuments,Trump,Positive
"Iowa Democratic Party projects Pete Buttigieg the winner of the delegate race, with Bernie Sanders preparing a challenge",Sanders,Neutral
Trump’s no-injuries claim about Iran keeps looking worse,Trump,Negative
D.N.C. Rules Change for Nevada Debate Could Open Door for Bloomberg,Bloomberg,Positive
"The Daily 202: Mike Bloomberg wants more engagement with Iran, North Korea and China",Bloomberg,Neutral
House Democrats say Trump is unfit for office but eagerly deal with him on trade,Trump,Neutral
"In Blessing Annexation, Trump Erodes an International Norm",Trump,Negative
The Finance 202: Wall Street shrugs off Bernie Sanders's chances to win 2020 Democratic primary. And to beat President Trump.,Sanders,Negative
"Trump, Bloomberg Trade Schoolyard Taunts as Spending War Heats Up",Bloomberg,Neutral
Pelosi Says Democrats Will Draft Articles of Impeachment,Democrats,Negative
2nd Senate Republican Questions Impartiality of Impeachment Trial,Republicans,Neutral
A Newly Emboldened Trump Gives Democrats a Reason to Fret,Trump,Positive
GOP Senators Take New Action In Investigating Hunter Biden After Impeachment Vote,Biden,Negative
Senate investigators obtain Hunter Biden's confidential banking records,Biden,Neutral
Biden says he refuses to be part of impeachment witness deal,Biden,Neutral
"In Impeachment Case, Schiff Accuses Trump of Trying ‘to Cheat’ in Election",Trump,Negative
"Why Trump attacks Romney, Pelosi or any person of faith who disagrees with him: He wants to be revered",Trump,Negative
What Trump will say in the State of the Union address,Trump,Neutral
Sanders and Buttigieg Close Out New Hampshire Pitching Different Visions,Buttigieg,Neutral
Pete Buttigieg says Trump has 'very different take on faith' than he does after comments at prayer breakfast,Trump,Negative
Tulsi Gabbard refuses to quit despite media attacks,Gabbard,Neutral
Septuagenarians Trump and Bloomberg exchange middle-school-like taunts,Trump,Negative
Trump’s already running the race he wants: Against an opponent as unpopular as he is,Trump,Neutral
"Biden defends ‘politics of the past,’ as Sanders hit over ‘socialist’ label, Buttigieg's experience questioned",Biden,Negative
Voters call on Buttigieg to embrace a diverse view of the ‘American Heartland’,Buttigieg,Neutral
U.S. Candidate Bloomberg Spent $200 Million of Own Wealth on Presidential Bid in 2019,Bloomberg,Neutral
Buttigieg narrowly holds lead in Iowa caucuses with 97 percent of precincts reporting,Buttigieg,Positive
New York Governor Signals Possible Compromise With Trump in Immigration Dispute,Trump,Neutral
The Finance 202: The Trump administration isn't producing the economic gains it promised,Trump,Negative
House Democrats May Vote on Trump Impeachment Charges This Week,Democrats,Neutral
"Sanders slams Buttigieg in New Hampshire over 'billionaire donors,' as race tightens",Sanders,Neutral
Deval Patrick - Foreign Policy,Patrick,Neutral
Giuliani says Trump asked him to brief Justice Dept. and GOP senators on his Ukraine findings,Trump,Neutral
Sen. Kamala Harris claims GOP 'abortion survivors' bill would do more harm than good,GOP,Negative
"WATCH: Joe Biden Loses It Attacks ""Dog Faced"" Female Voter in Bizarre & Beyond Disturbing Rant",Biden,Negative
Blow to Biden? Powerful Nevada union declines to endorse Democratic presidential candidate,Biden,Negative
"WATCH: Democrats Refuse To Celebrate Economic Success For Blacks, Latinos, Women, Asians",Democrats,Negative
Businessman Andrew Yang Ends Eclectic Presidential Bid,Yang,Negative
Bernie Sanders Says He’d Consider Releasing List of Supreme Court Picks,Sanders,Neutral
Republicans Suppress Their Own Voters,Republicans,Negative
The Latest: Michigan Gov. Whitmer Delivers Response to Trump,Trump,Neutral
Bret Baier on President Trump taking victory lap after acquittal in Senate impeachment trial,Trump,Positive
"U.S. Election: Klobuchar Up, Three Men Out",Klobuchar,Positive
"Swing-vote GOP Sen. Alexander comes out against witnesses, paving way for imminent Trump acquittal",Trump,Neutral
Senator Amy Klobuchar campaigns in Iowa while balancing Senate impeachment trial,Klobuchar,Positive
"How Trump Is Spreading a Conspiracy Theory About Pelosi, Biden and Sanders",Biden,Negative
Donald Trump: ‘Little’ Michael Bloomberg Wants a Box to Stand on at Next Debate,Bloomberg,Negative
Dershowitz says that if Trump believes his reelection is in the public interest his actions aren’t impeachable,Trump,Neutral
"John Sununu: Klobuchar did the best in the debate, she looked more presidential than anyone on stage",Klobuchar,Positive
Biden bus breaks down in New Hampshire,Biden,Neutral
Pete Buttigieg’s Campaign Says It Raised $24.7 Million in the Fourth Quarter,Buttigieg,Neutral
"U.S., India Draft Trade Pact for Unveiling in Possible Trump Visit",Trump,Positive
How Trump’s Senate impeachment trial might work,Trump,Negative
"His campaign on the line, Joe Biden goes missing in New Hampshire",Biden,Neutral
"Amid confusion and contradictions, Trump White House stumbles in initial public response to Soleimani’s killing",Trump,Negative
The Health 202: Bernie Sanders and Pete Buttigieg are the favorites among Iowa voters for whom health care is top issue,Sanders,Positive
What’s next in Trump impeachment,Trump,Neutral
Trump Steers Clear of War Footing Toward Iran,Trump,Neutral
"Trump slams Romney during acquittal victory lap, says he's bitter over 2012 loss",Trump,Neutral
Pete Buttigieg says Trump has 'very different take on faith' than he does after comments at prayer breakfast,Buttigieg,Neutral
How a Misleading Biden Video Spread,Biden,Negative
The Health 202: Trump looks to Canada in bid to lower high drug prices,Trump,Negative
Tlaib says she held Omar's hand during 'triggering' moments at Trump's State of the Union,Trump,Neutral
West Virginia Democrat Fires Back at Trump Criticism,Trump,Negative
"Republicans To EXPUNGE Democrats’ Impeachment Of Trump If They Win House Back, Report Says",Republicans,Positive
"Sanders and Buttigieg Clash, Aiming for a Two-Person Race",Buttigieg,Negative
Power Up: The Senate impeachment trial of President Trump is at its most crucial phase,Trump,Neutral
Iowa Democrats Give Buttigieg the Most Delegates as Sanders Team Seeks Recanvass,Sanders,Neutral
Biden Dismisses Doubts on His Black Support: ‘You Know Better. You Know Better.’,Biden,Neutral
"MSNBC Anchor Says Netanyahu is One of the World’s ‘Bad Guys,’ Puts Jewish Leader in List With Putin (VIDEO)",Putin,Negative
Lawmakers Want Ivanka Trump's Women's Program to Become Law,Trump,Neutral
Trump’s Supporters See U.S. Victory in China Trade Deal,Trump,Positive
Warren's urgent bet to win Iowa,Warren,Neutral
"Trump Says Will Keep Mulvaney as Chief of Staff, Will Decide on Vindman",Trump,Neutral
Amy Klobuchar Compares ‘Cool Newcomer’ Pete Buttigieg to Trump,Trump,Neutral
"Fox News voter analysis shows Biden, Buttigieg, Klobuchar, Sanders, Warren in the hunt",Klobuchar,Neutral
Trump Lawyer’s Impeachment Argument Stokes Fears of Unfettered Power,Trump,Negative
"Trump, First Lady Will Travel to India in Late February",Trump,Neutral
Trump’s strongest supporters agree with a key argument of his: The media can’t be trusted,Trump,Positive
"Where Impeachment Crosses Party Lines, but Fixates on Trump",Trump,Neutral
"Jeff Van Drew Switches Parties, Pledging ‘Undying Support’ for Trump",Trump,Positive
